user_id,movie_id,rating
399,57,2
245,118,3
247,146,3
380,66,3
235,88,3
556,94,3
62,100,4
46,51,3
153,46,2
535,3,3
199,32,3
263,4,3
182,108,3
69,52,3
178,49,6
41,68,3
683,127,3
53,112,3
163,58,3
678,37,3
434,93,3
201,37,3
175,74,4
522,124,3
377,85,3
519,127,3
506,21,4
149,87,3
147,18,3
244,105,3
72,65,3
454,98,3
571,9,3
350,107,3
123,26,3
307,96,3
33,37,3
209,35,2
695,29,3
581,12,3
503,21,3
141,52,3
407,89,3
257,30,2
231,134,999
169,72,3
499,125,3
315,147,3
462,49,3
400,59,3
44,0,10
213,10,3
131,91,3
518,32,3
523,55,3
436,44,3
18,108,3
291,81,3
114,29,3
144,51,4
120,88,3
577,246,3
431,130,3
384,38,3
276,100,999
29,239,2
424,14,3
562,25,3
592,1,3
395,15,3
461,85,3
61,98,3
683,27,3
432,130,3
291,245,3
406,22,3
559,82,3
165,112,3
235,18,3
520,129,3
108,136,4
532,7,3
307,117,3
435,61,3
103,25,3
128,250,3
248,39,6
379,21,3
511,100,3
198,17,3
113,6,2
253,6,3
381,69,4
365,129,1
172,1,2
289,3,3
154,119,3
450,110,3
445,128,3
150,2,3
157,19,3
365,118,3
549,141,3
241,84,3
516,51,4
153,131,3
109,139,3
117,24,3
459,11,3
397,104,3
346,125,3
499,71,3
5,74,3
29,98,3
171,56,3
52,58,3
335,7,3
40,193,3
548,46,4
504,24,3
83,104,3
345,140,3
449,109,4
574,23,3
455,54,3
404,32,3
454,97,3
277,100,3
468,137,3
278,84,3
263,33,3
3,103,3
514,98,3
86,58,3
354,14,3
96,37,3
62,74,4
153,50,3
290,8,2
524,88,3
476,128,3
155,118,3
673,64,3
549,87,3
413,6,3
160,82,4
295,97,-1
194,78,3
517,127,3
580,92,3
67,62,4
303,29,3
461,133,3
285,124,2
339,108,3
97,70,3
98,49,3
576,97,3
6,40,3
16,109,3
454,33,3
146,88,3
103,22,3
568,147,3
640,134,3
122,38,3
203,97,3
358,148,3
252,15,3
543,0,4
410,8,3
482,65,3
300,0,4
407,67,4
618,104,2
440,3,3
10,104,3
554,86,3
208,84,4
456,80,3
218,37,3
160,137,3
472,58,3
499,14,3
0,73,3
227,109,3
136,142,3
565,77,3
140,137,3
612,80,3
73,124,3
450,49,3
45,10,3
88,87,3
489,99,3
486,58,3
105,40,3
190,65,3
164,121,3
447,148,0
401,55,3
506,146,3
108,102,1
21,3,3
283,92,5
183,32,3
115,0,3
397,46,3
138,113,3
313,66,3
313,46,2
598,68,3
178,27,3
17,79,4
387,23,3
255,97,3
502,3,3
166,43,3
512,33,3
251,18,3
176,84,3
563,90,3
533,37,3
119,56,1
473,2,3
42,109,3
528,6,3
391,118,3
178,3,-1
496,126,3
261,78,3
213,35,4
157,65,3
76,17,3
622,76,3
434,145,2
399,128,3
501,109,3
498,89,2
9,3,3
341,13,10
105,8,3
695,14,3
37,120,2
119,73,3
237,145,3
16,130,3
214,142,3
388,58,3
503,97,3
288,34,2
141,123,3
399,138,2
153,83,3
513,71,2
196,65,-1
171,119,3
417,97,2
204,67,999
175,4,3
278,116,3
338,27,3
198,126,3
572,40,3
87,24,3
69,143,3
23,33,3
53,45,3
207,117,3
265,126,3
414,48,3
340,13,3
464,102,3
263,118,3
39,111,3
683,101,3
583,96,4
507,120,3
424,69,3
33,35,3
492,57,3
531,111,3
327,114,3
413,42,3
48,41,3
421,47,3
521,65,3
188,170,3
88,131,3
562,104,3
43,19,3
254,4,5
138,20,4
560,37,3
89,92,3
0,84,4
299,87,3
401,198,2
365,64,3
162,28,3
436,110,3
486,83,10
689,113,3
611,101,3
26,128,3
266,128,3
329,73,3
290,93,3
378,129,3
209,4,3
586,114,3
323,0,1
240,36,3
527,93,3
439,108,3
114,235,2
465,71,3
26,62,3
322,125,3
93,100,3
520,99,3
202,10,3
159,101,3
63,23,3
300,24,3
438,65,3
268,9,3
325,28,3
171,117,3
354,17,3
522,49,3
443,61,2
569,148,3
420,30,3
42,167,3
280,98,3
337,71,3
209,132,3
506,31,3
465,79,5
25,71,3
500,72,3
42,116,3
469,35,999
541,73,3
497,41,3
195,85,3
289,110,2
446,92,3
499,26,3
291,44,2
575,75,3
243,22,3
1,63,3
231,62,3
502,128,3
547,16,3
95,134,3
260,31,4
7,146,3
387,61,3
436,102,3
81,41,3
558,74,3
491,53,3
319,233,3
145,72,3
415,16,3
371,21,3
176,80,3
627,103,3
518,49,3
267,138,3
250,76,3
342,69,3
311,28,3
502,23,2
322,142,3
353,121,3
528,25,3
80,144,3
562,140,3
505,13,3
236,122,3
379,191,3
484,146,3
638,29,3
27,31,3
159,46,3
343,97,3
409,129,0
444,69,3
501,96,3
538,34,3
435,22,3
231,86,3
534,140,0
400,129,3
426,144,3
369,142,1
415,11,3
394,68,3
533,5,3
655,87,3
375,31,3
184,84,3
238,113,3
4,248,3
446,3,3
120,89,3
428,2,3
292,36,3
273,33,3
109,87,3
544,123,3
159,97,3
46,67,6
693,33,3
28,38,3
433,111,3
197,238,3
276,89,3
463,57,2
387,107,3
599,85,3
7,146,3
582,17,3
233,113,3
330,1,2
37,66,3
242,49,3
66,183,3
150,122,3
494,40,0
20,114,3
307,70,3
104,250,3
583,19,3
124,130,3
593,79,0
116,114,3
47,1,3
216,98,3
159,18,3
208,111,3
155,38,3
249,24,3
542,26,3
390,41,3
379,128,999
292,94,2
545,113,3
161,132,3
353,100,3
545,141,4
542,101,3
90,76,3
316,138,3
571,52,3
555,235,3
424,17,4
339,32,3
61,14,10
101,83,3
226,28,3
513,94,3
56,121,3
595,222,3
503,147,3
529,68,3
400,121,3
344,53,3
581,66,3
571,83,3
574,108,3
579,127,3
67,135,3
301,70,3
44,71,0
162,82,3
505,88,3
271,58,3
331,11,3
355,86,3
233,123,3
210,146,3
575,93,3
493,63,1
249,99,3
561,133,3
53,12,2
324,143,3
120,67,3
275,30,3
335,63,3
275,150,3
44,138,3
148,98,3
423,133,3
192,147,3
570,84,6
185,118,3
529,33,3
290,48,4
93,74,3
529,86,3
582,68,3
435,132,3
330,158,3
87,83,3
489,95,2
700,77,3
549,24,4
575,73,3
480,121,10
478,92,3
276,109,3
256,75,1
334,60,3
440,7,3
476,122,3
216,30,3
114,58,3
65,113,3
66,149,3
344,77,4
571,106,1
355,86,3
1,117,3
70,107,3
18,119,3
96,85,3
182,111,3
517,147,3
61,66,3
242,44,3
55,8,3
256,107,3
449,94,5
369,103,3
139,66,2
662,83,3
449,247,3
183,11,3
108,102,3
24,59,3
207,34,3
54,24,3
588,1,4
409,76,3
309,127,3
132,73,3
435,145,2
234,35,3
145,147,3
119,143,3
17,120,4
199,31,3
163,78,3
498,31,4
592,78,3
331,24,4
575,0,3
169,137,3
181,107,3
224,20,3
219,111,3
100,64,3
33,94,3
544,23,3
495,50,4
353,130,3
396,196,3
206,104,4
571,124,3
172,120,3
23,135,3
66,104,3
469,147,3
257,101,3
342,81,3
169,74,3
453,58,2
247,8,3
438,215,3
393,76,3
110,148,3
209,15,3
35,16,2
360,16,3
314,58,3
215,65,3
508,85,3
265,25,3
260,65,3
40,42,3
555,13,1
339,78,3
402,88,3
436,15,3
544,108,3
161,125,5
49,96,3
447,32,3
142,51,3
520,116,3
313,103,3
380,116,3
447,102,3
252,9,3
242,90,3
266,16,3
509,87,3
443,33,3
83,101,4
166,137,3
375,11,3
156,83,4
382,107,2
396,132,3
251,105,4
473,7,3
41,128,2
522,128,3
453,140,2
324,80,3
359,14,3
53,20,3
477,68,3
147,99,3
7,235,3
565,110,3
125,111,3
200,118,5
398,3,3
200,9,3
106,105,3
133,38,3
570,84,3
289,114,2
573,144,2
578,28,3
259,18,3
457,149,3
139,29,0
282,38,3
471,124,3
319,21,3
357,149,3
486,6,3
256,50,3
151,90,3
127,70,3
54,30,3
568,21,3
434,109,3
539,0,3
56,20,3
592,90,3
516,89,2
316,83,3
544,247,3
558,99,3
434,74,3
408,54,1
528,110,3
130,41,3
178,34,3
488,51,3
570,122,3
555,140,3
586,71,3
642,51,3
602,11,3
234,89,3
366,39,2
471,127,2
21,47,3
93,44,3
375,55,4
234,146,3
407,149,2
59,7,3
359,65,3
125,142,3
508,230,2
51,61,3
36,1,3
509,81,3
582,67,3
234,21,3
160,140,6
181,34,3
334,136,3
424,130,3
36,186,3
677,88,4
650,99,3
353,48,3
169,13,3
403,82,3
251,45,5
37,110,4
262,80,3
181,44,3
168,22,3
26,57,3
34,130,3
99,7,3
605,64,3
324,106,3
427,42,4
427,141,3
240,66,3
576,247,3
491,88,3
118,134,3
364,127,3
189,143,3
391,16,3
650,77,3
74,9,0
269,241,4
679,78,3
383,55,3
187,4,3
687,109,3
132,22,3
536,68,3
497,56,3
238,148,3
474,122,3
62,45,3
209,34,3
655,108,3
503,105,3
30,149,3
229,132,3
30,248,3
113,36,2
406,46,2
342,48,4
55,120,3
243,96,3
183,112,5
149,130,3
368,82,4
431,107,3
348,4,3
268,45,4
98,51,3
11,91,6
129,35,3
199,126,3
280,65,3
667,78,3
12,19,4
481,95,3
162,59,3
211,10,3
327,42,3
310,75,2
242,21,3
71,41,3
157,75,2
400,159,3
516,103,2
285,25,3
48,21,3
381,84,4
493,79,3
187,3,3
564,18,3
541,46,3
302,140,3
143,143,3
175,144,-1
481,80,3
121,12,3
639,73,3
327,51,10
147,119,3
63,43,3
154,129,3
187,102,2
583,82,3
164,63,3
411,77,3
428,50,999
593,31,2
30,115,3
182,48,2
36,87,3
483,122,5
372,27,2
148,59,3
464,77,3
286,104,3
565,5,3
494,125,3
147,103,3
427,103,3
409,67,3
323,121,3
161,50,3
47,176,3
565,140,3
506,12,3
451,91,3
4,97,2
695,31,3
530,96,3
288,130,4
35,14,3
669,101,3
531,22,3
232,108,3
41,116,3
564,37,3
180,44,3
369,127,3
246,118,3
199,81,3
80,30,3
307,72,4
136,24,2
58,54,3
61,105,3
292,89,3
123,134,3
419,61,3
49,135,3
210,3,3
326,73,-1
400,93,3
63,27,3
56,14,3
429,149,3
214,42,5
365,81,3
86,100,1
683,114,3
284,85,3
595,149,3
571,89,3
540,189,3
246,89,3
378,103,1
49,118,3
33,183,3
287,140,3
95,96,3
632,21,3
177,103,4
394,67,1
26,114,3
424,79,2
296,137,3
264,147,3
481,62,3
556,93,3
184,54,3
390,91,3
358,46,3
55,76,3
60,91,3
559,74,3
317,35,3
186,128,3
398,101,3
392,139,5
136,127,3
176,48,3
463,55,4
543,21,3
547,141,3
552,149,4
138,39,3
104,125,3
410,140,4
388,84,3
210,11,3
283,100,3
448,47,2
111,115,3
53,68,3
188,134,3
214,27,3
503,27,2
570,104,3
347,52,3
134,152,3
105,141,3
152,52,3
515,17,3
122,21,3
573,135,3
111,129,2
582,5,3
139,138,3
136,51,2
559,103,2
153,63,3
424,140,3
507,109,3
47,40,3
91,73,3
309,149,3
475,53,3
330,91,3
265,46,3
363,38,3
336,109,3
518,146,3
256,24,3
224,40,3
101,2,3
423,115,3
24,234,3
486,11,3
501,116,3
331,28,1
327,205,3
149,7,3
96,24,1
319,77,3
551,45,3
85,84,3
448,80,3
546,75,3
231,9,3
357,130,3
340,30,3
137,146,3
446,36,3
314,5,3
116,85,3
145,28,3
445,142,3
597,41,3
212,31,3
198,10,3
151,77,3
173,74,2
478,51,3
315,17,3
327,138,2
82,109,3
342,115,2
94,101,3
72,43,3
391,246,3
436,69,3
685,57,3
533,70,2
143,69,3
214,9,3
16,132,3
300,135,3
624,131,3
75,35,3
218,76,3
629,61,3
590,66,3
533,123,3
23,62,3
452,19,3
170,135,3
388,139,3
184,95,3
196,19,3
580,20,4
131,39,3
616,20,2
280,27,3
450,16,4
541,32,3
193,64,3
8,69,3
160,73,5
446,10,3
571,177,3
461,79,3
136,48,2
405,22,3
229,145,4
423,111,999
138,82,3
243,110,3
162,12,4
87,26,3
248,11,2
304,43,3
563,20,3
504,136,4
164,27,3
87,213,2
366,144,3
27,32,3
453,56,3
674,147,3
380,109,3
341,146,2
96,145,3
560,82,3
432,120,3
477,53,2
564,115,3
270,145,3
163,61,3
242,15,3
558,110,3
216,83,3
411,19,3
363,37,3
551,37,3
13,247,3
1,248,3
242,78,3
214,139,3
78,20,4
226,167,3
388,10,3
387,17,3
56,142,3
97,143,3
182,26,3
90,22,3
118,88,3
539,25,3
193,114,4
142,2,3
568,143,3
77,21,3
541,92,3
242,243,3
124,4,3
387,19,3
59,36,3
215,147,3
55,25,3
375,104,3
306,42,1
588,35,4
238,4,3
210,52,2
339,146,3
32,141,3
175,222,3
164,89,1
374,22,3
123,235,4
319,44,3
152,138,3
338,37,999
375,56,3
0,141,3
53,85,6
427,82,3
275,100,3
442,80,3
457,234,4
490,38,999
426,92,3
32,69,3
503,87,3
153,68,4
546,91,3
124,45,2
188,60,4
463,52,2
405,85,4
74,72,3
181,51,10
573,128,2
449,70,3
192,91,3
235,137,3
164,93,3
498,104,3
453,195,3
11,49,3
539,58,2
139,18,5
516,146,3
388,100,3
530,92,3
378,51,3
395,21,3
499,101,4
13,88,3
96,1,3
416,61,3
492,16,4
23,89,3
337,24,3
294,148,3
656,144,3
293,94,3
419,93,3
438,127,3
33,82,3
580,58,3
325,16,2
156,0,1
367,99,3
556,113,3
111,116,3
589,120,2
590,52,2
227,100,4
58,107,2
369,35,2
495,89,4
233,113,3
394,11,3
9,90,4
562,148,3
184,90,999
415,146,3
173,25,3
163,125,3
225,99,3
470,18,3
68,79,3
399,61,3
135,12,3
577,5,3
536,133,3
418,128,3
322,14,3
326,93,3
387,43,3
669,84,3
45,127,3
280,17,3
0,21,3
77,143,3
409,131,3
313,87,3
530,120,3
121,79,3
42,130,3
356,185,3
154,92,3
305,121,3
409,104,4
600,84,4
452,61,3
207,44,3
603,11,3
35,102,3
377,32,4
569,24,2
351,117,3
273,11,3
388,88,3
316,97,999
542,65,3
228,135,3
201,19,3
266,80,3
252,42,3
441,147,3
531,21,3
90,240,2
197,138,3
434,39,3
6,110,3
429,145,3
84,120,3
127,6,2
184,91,3
244,108,3
431,8,3
574,95,3
364,104,4
317,75,3
561,6,3
484,28,3
161,43,3
264,47,3
548,84,3
358,185,3
181,142,4
3,148,3
296,110,3
544,112,3
37,114,3
550,44,3
409,2,3
570,73,3
188,16,2
71,2,3
103,48,2
8,110,3
378,88,4
305,73,3
225,36,3
275,71,4
634,73,3
515,58,4
29,143,2
211,1,3
62,58,2
141,36,3
58,94,4
327,144,3
76,63,3
424,136,3
490,51,3
480,96,3
2,121,3
201,130,3
141,76,3
93,29,3
508,229,4
301,22,3
343,30,3
464,142,3
445,120,3
347,97,3
583,4,3
46,104,3
418,66,3
387,6,3
293,127,3
150,131,3
496,148,3
212,99,3
216,48,3
484,51,3
53,26,3
398,90,999
528,116,3
23,79,3
61,134,3
421,1,3
99,38,3
624,20,3
206,114,3
174,70,3
494,101,3
155,28,999
308,5,3
145,40,3
327,69,3
136,63,3
375,68,4
483,53,3
28,31,3
417,110,3
120,120,10
544,85,3
667,80,3
17,103,3
315,90,3
287,20,2
70,82,3
170,91,3
190,21,2
562,72,3
524,127,999
313,46,2
390,45,3
361,123,4
186,94,3
292,1,4
345,55,3
494,137,3
539,27,3
168,115,2
441,21,3
444,133,3
317,92,3
431,60,4
570,130,3
233,24,3
637,80,3
266,59,3
53,106,3
431,87,3
558,136,3
610,3,3
181,120,3
36,49,3
71,130,2
104,105,3
12,90,3
31,112,2
579,69,3
324,35,4
126,124,3
534,145,3
446,120,3
696,91,3
595,64,3
126,21,999
43,85,3
4,19,4
36,37,3
573,14,4
274,97,3
289,16,3
583,33,3
246,33,3
439,40,3
597,37,3
83,140,3
84,42,3
286,139,3
338,109,-1
562,90,3
540,66,3
304,117,3
103,48,999
152,9,2
487,85,3
262,6,3
257,11,3
315,88,4
362,59,3
144,60,4
381,134,3
558,115,3
591,124,4
415,14,2
237,25,3
328,100,3
58,53,4
468,51,2
631,90,3
225,27,3
576,114,4
190,65,6
396,80,5
309,25,3
393,201,3
360,55,3
199,71,3
196,138,3
423,37,3
295,120,3
107,58,3
507,28,3
172,46,3
613,11,3
128,38,3
134,54,3
29,123,3
455,39,3
448,144,2
478,1,3
675,86,3
106,9,2
240,233,3
239,3,3
602,55,3
583,103,3
363,65,999
537,48,3
430,47,2
512,131,4
523,131,3
62,75,4
110,34,3
385,129,3
177,16,3
194,86,3
364,27,3
345,72,2
474,125,3
2,37,-1
25,127,3
379,29,3
451,51,3
372,46,2
331,129,3
109,108,3
584,105,3
517,112,3
552,126,3
399,101,3
417,111,3
468,55,4
516,58,3
399,143,3
365,102,3
358,140,3
373,84,3
547,83,3
211,39,3
315,121,3
5,92,3
444,67,3
192,94,4
81,114,3
534,109,3
77,85,6
333,11,3
473,14,3
609,44,3
50,142,3
56,131,3
431,24,3
299,70,3
416,34,1
7,9,3
52,72,3
225,2,3
90,70,3
151,59,6
208,73,3
320,133,3
24,62,3
3,134,10
254,113,3
120,75,999
474,146,3
529,148,3
413,48,3
632,113,3
261,64,3
61,125,3
270,63,3
187,36,2
211,10,3
328,71,3
496,109,3
321,188,2
353,56,3
70,123,3
63,108,3
220,45,3
296,147,3
136,105,3
545,17,3
154,100,3
267,126,3
191,156,3
613,67,3
94,47,3
596,39,3
412,16,3
172,41,3
17,99,3
239,118,3
670,69,2
418,81,3
466,147,3
387,99,3
535,56,3
77,101,3
16,134,3
237,111,3
525,43,3
592,120,999
487,21,3
178,56,3
282,12,3
172,145,3
570,216,3
255,88,4
17,83,-1
21,91,3
39,105,3
384,36,2
260,126,2
240,123,3
445,27,3
38,46,3
272,18,3
299,96,3
496,100,3
335,147,2
169,55,3
176,9,3
519,138,3
526,66,3
528,93,3
397,112,3
691,4,3
182,77,3
434,49,3
440,53,3
194,72,3
173,94,3
504,74,4
388,42,3
477,26,2
107,1,2
587,139,3
253,144,3
191,51,2
313,115,2
317,2,3
577,114,2
80,23,3
482,73,-1
204,110,2
578,133,5
418,88,3
341,149,999
419,71,3
518,179,3
395,4,2
119,18,2
141,121,3
281,41,3
462,93,3
641,139,3
314,13,3
55,191,3
127,135,-1
92,109,3
22,43,3
171,77,3
484,141,3
519,78,999
260,53,3
534,113,3
415,10,10
338,16,3
262,73,999
427,77,3
577,19,3
313,120,2
11,15,3
551,41,3
343,104,3
511,125,2
245,10,3
423,75,1
105,27,3
501,16,3
125,73,4
287,140,3
154,86,3
158,127,3
98,123,3
294,102,3
76,2,3
175,97,2
476,21,3
268,12,4
149,23,3
511,9,3
4,92,3
2,8,10
613,104,3
398,54,3
369,34,3
295,49,3
262,69,2
234,105,3
491,25,3
535,5,3
94,72,3
585,145,2
270,110,2
138,26,3
443,113,2
297,120,2
574,24,3
262,138,3
380,17,3
481,64,3
229,44,3
11,55,3
481,115,3
342,140,3
114,142,999
455,247,3
420,86,3
645,50,3
541,6,3
3,122,3
74,13,3
401,4,1
115,127,3
213,11,3
625,17,3
18,20,10
316,22,3
303,98,3
285,109,3
320,104,4
584,11,3
189,97,6
329,95,3
479,6,3
52,40,3
53,148,3
468,11,2
247,32,3
617,4,3
28,109,3
328,38,3
524,14,3
410,97,1
529,63,3
16,10,3
384,27,3
467,201,3
270,42,3
100,133,3
444,102,3
536,25,3
23,132,3
390,134,3
479,70,3
74,28,3
617,66,3
291,36,3
257,58,3
192,6,3
225,9,3
331,47,3
242,84,3
432,24,3
272,39,3
398,139,3
665,37,3
163,232,3
585,249,3
416,65,3
160,106,3
247,106,3
591,72,3
94,95,3
639,101,3
378,140,4
350,145,3
485,85,3
557,100,3
487,98,3
285,92,3
492,113,3
539,42,3
230,70,3
535,20,3
290,114,1
143,26,0
67,29,3
270,19,3
117,74,4
321,48,4
487,107,3
579,31,3
133,101,3
184,74,3
482,59,2
344,83,4
232,129,3
261,15,3
462,129,3
63,102,3
485,40,3
161,18,3
76,146,2
320,136,5
285,0,2
43,105,3
587,7,3
194,6,3
282,3,3
24,92,3
514,129,3
268,124,3
573,40,3
463,66,4
168,111,3
215,120,3
513,6,3
250,50,3
592,100,3
1,62,2
0,191,3
106,127,3
39,23,2
79,20,4
236,79,3
564,123,3
185,121,1
479,227,3
143,102,3
339,48,3
503,8,3
377,66,3
226,67,999
513,83,2
567,31,3
353,118,3
373,15,3
52,24,3
223,137,3
537,76,3
471,130,3
697,35,5
68,44,3
193,123,2
205,1,4
273,91,3
671,64,4
674,134,3
241,14,3
51,103,3
252,96,3
246,70,3
542,10,3
489,69,3
120,3,3
316,90,3
377,131,3
486,80,3
466,7,3
133,70,2
566,8,3
30,68,3
386,58,3
174,84,3
276,105,3
525,71,3
238,89,3
507,83,3
417,109,3
60,137,3
30,26,3
529,11,3
438,113,3
61,6,3
530,6,3
527,119,3
207,27,3
92,66,3
247,140,5
147,123,3
567,3,3
192,3,3
103,149,4
91,101,1
239,114,2
121,146,3
160,63,3
528,11,3
353,75,0
357,27,3
553,91,3
480,94,3
445,14,3
84,71,3
142,72,3
317,105,3
332,16,2
318,29,3
252,28,3
480,19,3
550,26,3
330,143,3
8,75,3
580,68,3
618,67,3
510,3,3
233,10,3
521,95,3
588,145,4
493,215,3
424,7,3
116,3,3
71,19,3
129,146,3
135,146,3
168,2,3
441,103,3
424,112,3
344,76,3
218,185,3
194,97,3
224,131,4
182,72,3
218,108,3
421,121,3
230,31,3
223,219,3
375,148,3
13,66,3
583,142,3
43,67,3
251,73,3
37,242,3
202,125,5
383,145,3
158,25,3
264,145,3
530,63,2
573,0,3
241,146,3
579,30,3
217,80,3
187,134,3
171,63,3
272,118,3
326,18,3
599,129,4
342,49,3
202,111,3
385,91,3
353,127,3
196,95,2
408,64,3
338,96,3
312,50,6
520,109,3
81,17,2
270,49,3
7,48,2
118,41,3
457,43,3
412,143,3
427,45,3
316,113,3
406,1,1
134,28,3
446,123,3
313,105,3
177,36,3
406,115,1
202,110,3
50,55,4
469,108,4
488,17,3
190,128,2
245,77,3
4,96,3
54,28,3
355,98,3
368,128,3
344,108,3
430,47,2
438,148,2
155,94,3
306,66,1
456,114,3
321,117,3
555,146,3
354,39,3
325,138,3
343,12,3
10,64,2
579,125,3
568,22,3
234,146,3
509,138,3
99,128,3
295,72,3
626,0,3
471,94,3
38,100,3
81,145,4
487,46,3
483,110,3
24,146,3
522,22,3
188,121,999
496,82,3
581,146,3
172,122,3
421,145,3
369,65,3
314,115,3
76,114,3
63,90,3
117,150,3
278,9,3
381,116,3
322,97,3
51,67,3
359,54,3
585,22,3
633,26,3
574,107,1
290,148,3
28,85,3
195,146,3
42,70,3
269,216,4
239,75,3
514,128,-1
