user_id,song_id,play_count
1.0,204,12.0
1.0,205,20000.0
1.0,209,20008.0
1.0,210,8.0
1.0,211,6.0
1.0,213,2.0
1.0,214,10.0
1.0,215,6.0
1.0,216,6.0
1.0,217,16.0
1.0,218,14.0
1.0,220,10.0
1.0,222,2.0
1.0,223,24.0
1.0,224,12.0
1.0,225,4.0
1.0,227,8.0
1.0,228,12.0
1.0,230,10.0
1.0,231,10.0
1.0,232,14.0
1.0,234,6.0
1.0,235,-2.0
1.0,240,12.0
1.0,243,10.0
1.0,244,12.0
1.0,245,-2.0
1.0,247,20014.0
1.0,249,32.0
1.0,255,2.0
1.0,257,24.0
1.0,259,6.0
1.0,260,12.0
1.0,261,8.0
1.0,263,8.0
1.0,264,16.0
1.0,267,10.0
1.0,269,4.0
1.0,270,8.0
1.0,273,8.0
1.0,275,38.0
1.0,277,10.0
1.0,279,20.0
1.0,280,10.0
1.0,283,4.0
1.0,284,12.0
1.0,285,8.0
1.0,287,12.0
1.0,290,16.0
1.0,291,4.0
1.0,292,4.0
1.0,293,6.0
1.0,294,6.0
1.0,296,20000.0
1.0,297,14.0
1.0,298,16.0
1.0,302,10.0
1.0,305,12.0
1.0,307,6.0
1.0,308,10.0
1.0,312,8.0
1.0,313,6.0
1.0,322,14.0
1.0,331,4.0
1.0,332,10.0
1.0,335,6.0
1.0,343,10.0
1.0,351,14.0
1.0,355,4.0
1.0,358,14.0
1.0,365,10.0
1.0,370,2.0
1.0,379,4.0
1.0,380,16.0
1.0,389,4.0
1.0,394,6.0
1.0,402,8.0
1.0,405,30.0
1.0,409,14.0
1.0,413,14.0
1.0,416,14.0
1.0,432,12.0
1.0,440,12.0
1.0,443,8.0
1.0,448,8.0
1.0,450,4.0
1.0,451,8.0
1.0,457,16.0
1.0,459,12.0
1.0,462,10.0
1.0,479,8.0
1.0,480,10.0
1.0,490,4.0
1.0,496,10.0
1.0,497,12.0
2.0,0,-56.0
2.0,1,20104.0
2.0,2,100.0
2.0,3,22.0
2.0,4,52.0
2.0,5,24.0
2.0,6,18.0
2.0,7,50.0
2.0,8,10.0
2.0,9,8.0
2.0,10,26.0
2.0,11,28.0
2.0,12,6.0
2.0,13,20020.0
2.0,14,14.0
2.0,15,32.0
2.0,16,12.0
2.0,17,26.0
2.0,18,6.0
2.0,19,66.0
2.0,20,-2.0
2.0,21,42.0
2.0,23,8.0
2.0,24,20.0
2.0,25,42.0
2.0,27,14.0
2.0,28,20018.0
2.0,29,12.0
2.0,30,4.0
2.0,31,16.0
2.0,33,20000.0
2.0,34,20004.0
2.0,35,10.0
2.0,36,10.0
2.0,37,22.0
2.0,38,34.0
2.0,39,10.0
2.0,40,12.0
2.0,41,18.0
2.0,42,14.0
2.0,43,10.0
2.0,44,0.0
2.0,45,28.0
2.0,46,30.0
2.0,48,12.0
2.0,49,-2.0
2.0,50,26.0
2.0,51,4.0
2.0,52,4.0
2.0,53,10.0
2.0,55,10.0
2.0,61,19806.0
2.0,63,-190.0
2.0,64,8.0
2.0,65,8.0
2.0,66,26.0
2.0,67,20010.0
2.0,68,10.0
2.0,69,8.0
2.0,70,18.0
2.0,71,12.0
2.0,74,6.0
2.0,75,10.0
2.0,76,22.0
2.0,77,8.0
2.0,82,12.0
2.0,83,6.0
2.0,84,-2.0
2.0,85,8.0
2.0,86,8.0
2.0,87,6.0
2.0,89,10.0
2.0,90,6.0
2.0,91,18.0
2.0,92,16.0
2.0,95,12.0
2.0,96,-188.0
2.0,97,2.0
2.0,98,20.0
2.0,99,10.0
2.0,102,8.0
2.0,103,10.0
2.0,105,16.0
2.0,106,12.0
2.0,108,4.0
2.0,109,4.0
2.0,110,2.0
2.0,111,14.0
2.0,113,12.0
2.0,114,10.0
2.0,118,22.0
2.0,121,8.0
2.0,122,22.0
2.0,123,20010.0
2.0,126,8.0
2.0,127,14.0
2.0,128,10.0
2.0,131,8.0
2.0,133,18.0
2.0,134,6.0
2.0,135,6.0
2.0,136,-182.0
2.0,137,-2.0
2.0,140,8.0
2.0,142,14.0
2.0,143,8.0
2.0,145,2.0
2.0,146,-188.0
2.0,147,12.0
2.0,150,8.0
2.0,153,16.0
2.0,156,4.0
2.0,157,14.0
2.0,160,6.0
2.0,161,12.0
2.0,162,2.0
2.0,164,8.0
2.0,166,10.0
2.0,170,20000.0
2.0,173,6.0
2.0,175,6.0
2.0,176,12.0
2.0,177,12.0
2.0,178,28.0
2.0,180,10.0
2.0,181,6.0
2.0,186,2.0
2.0,187,14.0
2.0,190,6.0
2.0,195,4.0
2.0,197,4.0
2.0,198,8.0
2.0,199,4.0
2.0,201,10.0
2.0,204,10.0
2.0,205,16.0
2.0,206,14.0
2.0,209,10.0
2.0,211,8.0
2.0,213,16.0
2.0,214,10.0
2.0,215,8.0
2.0,216,12.0
2.0,221,4.0
2.0,224,10.0
2.0,225,10.0
2.0,227,6.0
2.0,228,6.0
2.0,232,30.0
2.0,235,8.0
2.0,238,8.0
2.0,239,0.0
2.0,244,20000.0
2.0,245,12.0
2.0,246,6.0
2.0,250,8.0
2.0,251,8.0
2.0,256,20.0
2.0,257,10.0
2.0,258,32.0
2.0,263,16.0
2.0,264,6.0
2.0,268,2.0
2.0,269,6.0
2.0,270,14.0
2.0,271,14.0
2.0,273,14.0
2.0,276,10.0
2.0,278,14.0
2.0,279,10.0
2.0,285,6.0
2.0,287,8.0
2.0,290,10.0
2.0,291,20000.0
2.0,294,10.0
2.0,295,6.0
2.0,296,16.0
2.0,299,14.0
2.0,303,12.0
2.0,328,4.0
2.0,329,8.0
2.0,342,4.0
2.0,359,10.0
2.0,373,6.0
2.0,377,12.0
2.0,385,16.0
2.0,390,6.0
2.0,393,10.0
2.0,396,2.0
2.0,406,10.0
2.0,411,6.0
2.0,413,4.0
2.0,432,16.0
2.0,441,6.0
2.0,451,10.0
2.0,452,4.0
2.0,453,6.0
2.0,466,8.0
2.0,468,14.0
2.0,470,8.0
2.0,477,6.0
2.0,496,2.0
3.0,0,20130.0
3.0,1,22.0
3.0,2,30.0
3.0,3,38.0
3.0,4,14.0
3.0,5,16.0
3.0,6,52.0
3.0,7,14.0
3.0,8,28.0
3.0,9,20014.0
3.0,10,24.0
3.0,11,10.0
3.0,13,4.0
3.0,14,8.0
3.0,15,6.0
3.0,16,10.0
3.0,17,40.0
3.0,18,20.0
3.0,19,18.0
3.0,20,8.0
3.0,21,12.0
3.0,22,10.0
3.0,23,4.0
3.0,24,6.0
3.0,25,24.0
3.0,26,14.0
3.0,27,8.0
3.0,28,24.0
3.0,29,24.0
3.0,30,12.0
3.0,31,8.0
3.0,32,14.0
3.0,33,16.0
3.0,34,12.0
3.0,35,20.0
3.0,36,26.0
3.0,37,12.0
3.0,38,22.0
3.0,39,24.0
3.0,40,4.0
3.0,41,10.0
3.0,44,14.0
3.0,45,10.0
3.0,46,10.0
3.0,47,12.0
3.0,48,16.0
3.0,49,32.0
3.0,50,10.0
3.0,51,4.0
3.0,53,14.0
3.0,55,16.0
3.0,56,20000.0
3.0,57,20002.0
3.0,58,8.0
3.0,59,20.0
3.0,60,10.0
3.0,61,6.0
3.0,62,10.0
3.0,63,16.0
3.0,65,8.0
3.0,66,14.0
3.0,67,32.0
3.0,68,8.0
3.0,70,24.0
3.0,71,-194.0
3.0,73,4.0
3.0,75,22.0
3.0,80,6.0
3.0,81,-202.0
3.0,84,6.0
3.0,86,4.0
3.0,88,4.0
3.0,90,6.0
3.0,94,10.0
3.0,95,12.0
3.0,96,18.0
3.0,99,10.0
3.0,101,8.0
3.0,102,24.0
3.0,103,12.0
3.0,105,6.0
3.0,106,4.0
3.0,107,4.0
3.0,108,6.0
3.0,109,12.0
3.0,111,10.0
3.0,112,4.0
3.0,114,0.0
3.0,116,22.0
3.0,117,10.0
3.0,120,12.0
3.0,121,22.0
3.0,123,0.0
3.0,124,4.0
3.0,126,14.0
3.0,127,18.0
3.0,128,20000.0
3.0,129,28.0
3.0,130,10.0
3.0,131,6.0
3.0,138,22.0
3.0,139,-184.0
3.0,140,4.0
3.0,143,10.0
3.0,145,6.0
3.0,147,2.0
3.0,148,4.0
3.0,149,4.0
3.0,151,20000.0
3.0,153,10.0
3.0,154,14.0
3.0,155,6.0
3.0,156,4.0
3.0,158,6.0
3.0,159,6.0
3.0,160,8.0
3.0,162,6.0
3.0,163,8.0
3.0,164,24.0
3.0,165,-200.0
3.0,166,10.0
3.0,167,22.0
3.0,173,30.0
3.0,175,-2.0
3.0,178,30.0
3.0,181,8.0
3.0,182,0.0
3.0,183,0.0
3.0,184,14.0
3.0,186,20000.0
3.0,187,10.0
3.0,188,4.0
3.0,190,6.0
3.0,192,10.0
3.0,206,12.0
3.0,207,6.0
3.0,210,8.0
3.0,212,6.0
3.0,214,14.0
3.0,216,8.0
3.0,217,4.0
3.0,222,6.0
3.0,223,12.0
3.0,226,14.0
3.0,227,0.0
3.0,228,2.0
3.0,229,10.0
3.0,231,16.0
3.0,232,6.0
3.0,234,14.0
3.0,235,14.0
3.0,236,4.0
3.0,240,20.0
3.0,241,6.0
3.0,242,4.0
3.0,247,8.0
3.0,249,6.0
3.0,250,2.0
3.0,251,4.0
3.0,252,12.0
3.0,253,8.0
3.0,257,8.0
3.0,259,8.0
3.0,262,8.0
3.0,263,6.0
3.0,269,6.0
3.0,274,8.0
3.0,276,8.0
3.0,281,10.0
3.0,287,4.0
3.0,298,10.0
3.0,302,6.0
3.0,306,10.0
3.0,309,8.0
3.0,315,6.0
3.0,322,8.0
3.0,328,8.0
3.0,332,14.0
3.0,335,6.0
3.0,336,8.0
3.0,355,20.0
3.0,363,6.0
3.0,370,2.0
3.0,372,10.0
3.0,378,8.0
3.0,383,8.0
3.0,388,8.0
3.0,397,6.0
3.0,405,8.0
3.0,411,6.0
3.0,434,6.0
3.0,437,8.0
3.0,438,12.0
3.0,454,8.0
3.0,467,8.0
3.0,470,4.0
3.0,471,12.0
3.0,477,16.0
3.0,496,8.0
3.0,500,4.0
4.0,0,-116.0
4.0,1,20062.0
4.0,2,34.0
4.0,3,26.0
4.0,4,30.0
4.0,5,48.0
4.0,7,24.0
4.0,8,20000.0
4.0,9,12.0
4.0,10,48.0
4.0,11,16.0
4.0,13,12.0
4.0,14,20026.0
4.0,15,4.0
4.0,16,10.0
4.0,17,6.0
4.0,18,16.0
4.0,19,8.0
4.0,21,20.0
4.0,22,14.0
4.0,23,48.0
4.0,24,4.0
4.0,26,-192.0
4.0,27,14.0
4.0,28,22.0
4.0,29,18.0
4.0,30,10.0
4.0,31,6.0
4.0,32,16.0
4.0,33,2.0
4.0,34,16.0
4.0,35,4.0
4.0,36,42.0
4.0,37,10.0
4.0,40,8.0
4.0,43,10.0
4.0,44,36.0
4.0,45,0.0
4.0,47,16.0
4.0,49,20.0
4.0,50,4.0
4.0,51,12.0
4.0,52,28.0
4.0,53,8.0
4.0,54,10.0
4.0,56,16.0
4.0,61,10.0
4.0,62,12.0
4.0,64,10.0
4.0,68,18.0
4.0,69,10.0
4.0,70,10.0
4.0,72,8.0
4.0,73,-200.0
4.0,74,18.0
4.0,78,22.0
4.0,79,10.0
4.0,81,8.0
4.0,82,10.0
4.0,83,10.0
4.0,84,12.0
4.0,85,10.0
4.0,86,12.0
4.0,89,0.0
4.0,90,6.0
4.0,91,6.0
4.0,92,2.0
4.0,94,4.0
4.0,96,8.0
4.0,97,14.0
4.0,100,6.0
4.0,102,2.0
4.0,103,2.0
4.0,104,24.0
4.0,107,8.0
4.0,109,10.0
4.0,111,20000.0
4.0,114,10.0
4.0,116,8.0
4.0,117,6.0
4.0,119,6.0
4.0,120,-200.0
4.0,123,16.0
4.0,126,18.0
4.0,128,6.0
4.0,129,16.0
4.0,131,14.0
4.0,137,6.0
4.0,138,6.0
4.0,139,4.0
4.0,140,6.0
4.0,141,-200.0
4.0,142,12.0
4.0,143,12.0
4.0,152,4.0
4.0,155,12.0
4.0,156,10.0
4.0,159,14.0
4.0,161,22.0
4.0,164,12.0
4.0,165,8.0
4.0,171,8.0
4.0,173,-178.0
4.0,175,6.0
4.0,179,12.0
4.0,183,14.0
4.0,186,18.0
4.0,195,8.0
4.0,206,0.0
4.0,207,10.0
4.0,208,-2.0
4.0,209,22.0
4.0,210,12.0
4.0,211,10.0
4.0,213,16.0
4.0,215,16.0
4.0,220,20.0
4.0,223,6.0
4.0,224,28.0
4.0,225,10.0
4.0,232,6.0
4.0,234,2.0
4.0,239,10.0
4.0,240,8.0
4.0,242,14.0
4.0,245,4.0
4.0,248,-200.0
4.0,252,0.0
4.0,253,10.0
4.0,258,0.0
4.0,259,14.0
4.0,261,18.0
4.0,263,-200.0
4.0,265,12.0
4.0,266,6.0
4.0,270,2.0
4.0,273,10.0
4.0,288,14.0
4.0,289,0.0
4.0,290,10.0
4.0,291,6.0
4.0,295,6.0
4.0,298,12.0
4.0,306,6.0
4.0,337,4.0
4.0,338,6.0
4.0,340,10.0
4.0,349,10.0
4.0,353,4.0
4.0,373,12.0
4.0,374,4.0
4.0,386,8.0
4.0,388,12.0
4.0,389,8.0
4.0,413,12.0
4.0,433,4.0
4.0,438,6.0
4.0,441,6.0
4.0,449,6.0
4.0,458,8.0
4.0,462,14.0
4.0,468,4.0
4.0,484,8.0
4.0,490,8.0
4.0,493,8.0
4.0,498,8.0
5.0,0,76.0
5.0,1,34.0
5.0,2,76.0
5.0,3,26.0
5.0,4,8.0
5.0,5,28.0
5.0,6,34.0
5.0,7,16.0
5.0,8,40012.0
5.0,9,8.0
5.0,10,40.0
5.0,11,20012.0
5.0,12,16.0
5.0,13,10.0
5.0,14,10.0
5.0,15,14.0
5.0,16,18.0
5.0,17,14.0
5.0,19,18.0
5.0,21,4.0
5.0,22,12.0
5.0,24,8.0
5.0,25,8.0
5.0,27,22.0
5.0,28,6.0
5.0,33,22.0
5.0,34,14.0
5.0,36,20.0
5.0,37,14.0
5.0,41,14.0
5.0,44,20010.0
5.0,47,52.0
5.0,48,2.0
5.0,50,10.0
5.0,51,26.0
5.0,52,6.0
5.0,53,12.0
5.0,55,12.0
5.0,58,14.0
5.0,61,8.0
5.0,63,36.0
5.0,66,6.0
5.0,67,8.0
5.0,71,12.0
5.0,74,12.0
5.0,78,22.0
5.0,80,18.0
5.0,88,24.0
5.0,90,8.0
5.0,91,8.0
5.0,93,-196.0
5.0,94,6.0
5.0,95,4.0
5.0,97,6.0
5.0,98,8.0
5.0,99,10.0
5.0,103,14.0
5.0,104,8.0
5.0,116,-200.0
5.0,118,18.0
5.0,125,10.0
5.0,127,4.0
5.0,128,6.0
5.0,129,4.0
5.0,132,6.0
5.0,133,6.0
5.0,136,-2.0
5.0,142,20000.0
5.0,144,16.0
5.0,145,4.0
5.0,148,6.0
5.0,150,8.0
5.0,151,-200.0
5.0,153,22.0
5.0,158,4.0
5.0,160,6.0
5.0,161,14.0
5.0,162,8.0
5.0,168,6.0
5.0,172,16.0
5.0,174,6.0
5.0,175,10.0
5.0,178,4.0
5.0,180,10.0
5.0,181,8.0
5.0,182,26.0
5.0,183,4.0
5.0,185,14.0
5.0,189,8.0
5.0,192,8.0
5.0,195,8.0
5.0,197,-2.0
5.0,198,10.0
5.0,199,10.0
5.0,201,6.0
5.0,202,6.0
5.0,208,6.0
5.0,213,4.0
5.0,214,14.0
5.0,219,8.0
5.0,225,14.0
5.0,226,12.0
5.0,227,8.0
5.0,228,12.0
5.0,229,10.0
5.0,234,2.0
5.0,235,0.0
5.0,239,10.0
5.0,242,-194.0
5.0,253,6.0
5.0,255,12.0
5.0,257,6.0
5.0,266,20.0
5.0,267,10.0
5.0,268,2.0
5.0,269,10.0
5.0,270,6.0
5.0,274,8.0
5.0,278,8.0
5.0,279,6.0
5.0,286,10.0
5.0,288,6.0
5.0,289,10.0
5.0,290,8.0
5.0,293,6.0
5.0,294,0.0
5.0,303,10.0
5.0,320,14.0
5.0,335,6.0
5.0,347,12.0
5.0,391,4.0
5.0,407,10.0
5.0,415,8.0
5.0,431,12.0
5.0,454,6.0
5.0,467,8.0
5.0,497,18.0
6.0,0,62.0
6.0,1,-146.0
6.0,2,32.0
6.0,3,8.0
6.0,4,36.0
6.0,5,40.0
6.0,6,38.0
6.0,7,-186.0
6.0,8,32.0
6.0,9,12.0
6.0,10,4.0
6.0,11,10.0
6.0,13,6.0
6.0,15,2.0
6.0,16,10.0
6.0,17,0.0
6.0,18,2.0
6.0,19,24.0
6.0,20,32.0
6.0,21,8.0
6.0,22,8.0
6.0,23,6.0
6.0,25,4.0
6.0,27,6.0
6.0,28,4.0
6.0,29,14.0
6.0,32,20010.0
6.0,33,6.0
6.0,36,28.0
6.0,37,4.0
6.0,39,18.0
6.0,41,16.0
6.0,42,18.0
6.0,44,10.0
6.0,45,14.0
6.0,47,18.0
6.0,49,14.0
6.0,50,6.0
6.0,51,2.0
6.0,55,20.0
6.0,57,20.0
6.0,58,22.0
6.0,60,12.0
6.0,61,22.0
6.0,63,10.0
6.0,64,20.0
6.0,65,10.0
6.0,70,34.0
6.0,72,10.0
6.0,73,8.0
6.0,75,18.0
6.0,77,12.0
6.0,79,6.0
6.0,81,10.0
6.0,83,2.0
6.0,84,22.0
6.0,87,38.0
6.0,91,8.0
6.0,94,8.0
6.0,95,18.0
6.0,96,14.0
6.0,97,32.0
6.0,100,6.0
6.0,102,10.0
6.0,103,10.0
6.0,107,24.0
6.0,109,12.0
6.0,111,14.0
6.0,112,8.0
6.0,115,0.0
6.0,116,8.0
6.0,117,6.0
6.0,123,14.0
6.0,130,8.0
6.0,131,22.0
6.0,136,20.0
6.0,137,4.0
6.0,139,0.0
6.0,140,8.0
6.0,144,12.0
6.0,145,10.0
